...1,Book,Movie,movie_titleWiki,movie_year,movie_match,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,movie_title,BookTitle,BookAuthor,BookMatch,name,author,star_rating,num_ratings
63,"The Adventures of Pinocchio (Italian: Le avventure di Pinocchio. Storia di un burattino) (1883), Carlo Collodi",Pinocchio (2022)[N 3],Pinocchio,2022,"Pinocchio,2022",tt4593060,movie,Pinocchio,Pinocchio,0,2022,\N,105,"Adventure,Comedy,Drama",5.1,45526,Pinocchio,The Adventures of Pinocchio,Carlo Collodi,"The Adventures of Pinocchio,Carlo Collodi",NA,NA,NA,NA
64,"The Adventures of Pinocchio (Italian: Le avventure di Pinocchio. Storia di un burattino) (1883), Carlo Collodi",Guillermo del Toro's Pinocchio (2022),Guillermo del Toro's Pinocchio,2022,"Guillermo del Toro's Pinocchio,2022",tt1488589,movie,Guillermo del Toro's Pinocchio,Guillermo del Toro's Pinocchio,0,2022,\N,117,"Adventure,Animation,Drama",7.6,123330,Guillermo del Toro's Pinocchio,The Adventures of Pinocchio,Carlo Collodi,"The Adventures of Pinocchio,Carlo Collodi",NA,NA,NA,NA
65,"The Adventures of Sherlock Holmes (serialised 1891–1892, published as a book 1892), Arthur Conan Doyle",Sherlock Holmes (1916),Sherlock Holmes,1916,"Sherlock Holmes,1916",tt0007338,movie,Sherlock Holmes,Sherlock Holmes,0,1916,\N,116,"Crime,Mystery",6.2,524,Sherlock Holmes,The Adventures of Sherlock Holmes,Arthur Conan Doyle,"The Adventures of Sherlock Holmes,Arthur Conan Doyle",NA,NA,NA,NA
66,"The Adventures of Sherlock Holmes (serialised 1891–1892, published as a book 1892), Arthur Conan Doyle",Sherlock Holmes (1922),Sherlock Holmes,1922,"Sherlock Holmes,1922",tt0013597,movie,Sherlock Holmes,Sherlock Holmes,0,1922,\N,85,"Drama,Mystery",5.7,788,Sherlock Holmes,The Adventures of Sherlock Holmes,Arthur Conan Doyle,"The Adventures of Sherlock Holmes,Arthur Conan Doyle",NA,NA,NA,NA
67,"The Adventures of Sherlock Holmes (serialised 1891–1892, published as a book 1892), Arthur Conan Doyle",The Speckled Band (1931),The Speckled Band,1931,"The Speckled Band,1931",tt0022418,movie,The Speckled Band,The Speckled Band,0,1931,\N,66,"Crime,Drama,Mystery",5.3,342,The Speckled Band,The Adventures of Sherlock Holmes,Arthur Conan Doyle,"The Adventures of Sherlock Holmes,Arthur Conan Doyle",NA,NA,NA,NA
68,"The Adventures of Sherlock Holmes (serialised 1891–1892, published as a book 1892), Arthur Conan Doyle",The Adventures of Sherlock Holmes (1939),The Adventures of Sherlock Holmes,1939,"The Adventures of Sherlock Holmes,1939",tt0031022,movie,The Adventures of Sherlock Holmes,The Adventures of Sherlock Holmes,0,1939,\N,85,"Crime,Mystery,Thriller",7.2,7969,The Adventures of Sherlock Holmes,The Adventures of Sherlock Holmes,Arthur Conan Doyle,"The Adventures of Sherlock Holmes,Arthur Conan Doyle",NA,NA,NA,NA
69,"The Adventures of Sherlock Holmes (serialised 1891–1892, published as a book 1892), Arthur Conan Doyle",The House of Fear (1945),The House of Fear,1945,"The House of Fear,1945",tt0037794,movie,The House of Fear,The House of Fear,0,1945,\N,69,"Crime,Drama,Film-Noir",7.2,5959,The House of Fear,The Adventures of Sherlock Holmes,Arthur Conan Doyle,"The Adventures of Sherlock Holmes,Arthur Conan Doyle",NA,NA,NA,NA
70,"The Adventures of Sherlock Holmes (serialised 1891–1892, published as a book 1892), Arthur Conan Doyle",The Blue Carbuncle (Russian: Голубой карбункул) (1980)[N 1],The Blue Carbuncle,1980,"The Blue Carbuncle,1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Adventures of Sherlock Holmes,Arthur Conan Doyle,"The Adventures of Sherlock Holmes,Arthur Conan Doyle",NA,NA,NA,NA
71,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1917),Tom Sawyer,1917,"Tom Sawyer,1917",tt0008687,movie,Tom Sawyer,Tom Sawyer,0,1917,\N,59,"Adventure,Comedy,Drama",6.1,207,Tom Sawyer,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",3.92,944950
71,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1917),Tom Sawyer,1917,"Tom Sawyer,1917",tt0008687,movie,Tom Sawyer,Tom Sawyer,0,1917,\N,59,"Adventure,Comedy,Drama",6.1,207,Tom Sawyer,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",4.23,26
71,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1917),Tom Sawyer,1917,"Tom Sawyer,1917",tt0008687,movie,Tom Sawyer,Tom Sawyer,0,1917,\N,59,"Adventure,Comedy,Drama",6.1,207,Tom Sawyer,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",4,2
71,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1917),Tom Sawyer,1917,"Tom Sawyer,1917",tt0008687,movie,Tom Sawyer,Tom Sawyer,0,1917,\N,59,"Adventure,Comedy,Drama",6.1,207,Tom Sawyer,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",3.6,5
71,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1917),Tom Sawyer,1917,"Tom Sawyer,1917",tt0008687,movie,Tom Sawyer,Tom Sawyer,0,1917,\N,59,"Adventure,Comedy,Drama",6.1,207,Tom Sawyer,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",3.98,58
72,"The Adventures of Tom Sawyer (1876), Mark Twain",Huck and Tom (1918),Huck and Tom,1918,"Huck and Tom,1918",tt0009209,movie,Huck and Tom,Huck and Tom,0,1918,\N,50,"Comedy,Drama",6.5,34,Huck and Tom,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",3.92,944950
72,"The Adventures of Tom Sawyer (1876), Mark Twain",Huck and Tom (1918),Huck and Tom,1918,"Huck and Tom,1918",tt0009209,movie,Huck and Tom,Huck and Tom,0,1918,\N,50,"Comedy,Drama",6.5,34,Huck and Tom,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",4.23,26
72,"The Adventures of Tom Sawyer (1876), Mark Twain",Huck and Tom (1918),Huck and Tom,1918,"Huck and Tom,1918",tt0009209,movie,Huck and Tom,Huck and Tom,0,1918,\N,50,"Comedy,Drama",6.5,34,Huck and Tom,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",4,2
72,"The Adventures of Tom Sawyer (1876), Mark Twain",Huck and Tom (1918),Huck and Tom,1918,"Huck and Tom,1918",tt0009209,movie,Huck and Tom,Huck and Tom,0,1918,\N,50,"Comedy,Drama",6.5,34,Huck and Tom,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",3.6,5
72,"The Adventures of Tom Sawyer (1876), Mark Twain",Huck and Tom (1918),Huck and Tom,1918,"Huck and Tom,1918",tt0009209,movie,Huck and Tom,Huck and Tom,0,1918,\N,50,"Comedy,Drama",6.5,34,Huck and Tom,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",3.98,58
73,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1930),Tom Sawyer,1930,"Tom Sawyer,1930",tt0021483,movie,Tom Sawyer,Tom Sawyer,0,1930,\N,86,"Adventure,Comedy,Drama",6.2,257,Tom Sawyer,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",3.92,944950
73,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1930),Tom Sawyer,1930,"Tom Sawyer,1930",tt0021483,movie,Tom Sawyer,Tom Sawyer,0,1930,\N,86,"Adventure,Comedy,Drama",6.2,257,Tom Sawyer,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",4.23,26
73,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1930),Tom Sawyer,1930,"Tom Sawyer,1930",tt0021483,movie,Tom Sawyer,Tom Sawyer,0,1930,\N,86,"Adventure,Comedy,Drama",6.2,257,Tom Sawyer,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",4,2
73,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1930),Tom Sawyer,1930,"Tom Sawyer,1930",tt0021483,movie,Tom Sawyer,Tom Sawyer,0,1930,\N,86,"Adventure,Comedy,Drama",6.2,257,Tom Sawyer,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",3.6,5
73,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1930),Tom Sawyer,1930,"Tom Sawyer,1930",tt0021483,movie,Tom Sawyer,Tom Sawyer,0,1930,\N,86,"Adventure,Comedy,Drama",6.2,257,Tom Sawyer,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",3.98,58
74,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1936),Tom Sawyer,1936,"Tom Sawyer,1936",tt0396901,movie,Tom Sawyer,Tom Soyer,0,1936,\N,76,Adventure,6.1,57,Tom Soyer,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",3.92,944950
74,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1936),Tom Sawyer,1936,"Tom Sawyer,1936",tt0396901,movie,Tom Sawyer,Tom Soyer,0,1936,\N,76,Adventure,6.1,57,Tom Soyer,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",4.23,26
74,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1936),Tom Sawyer,1936,"Tom Sawyer,1936",tt0396901,movie,Tom Sawyer,Tom Soyer,0,1936,\N,76,Adventure,6.1,57,Tom Soyer,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",4,2
74,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1936),Tom Sawyer,1936,"Tom Sawyer,1936",tt0396901,movie,Tom Sawyer,Tom Soyer,0,1936,\N,76,Adventure,6.1,57,Tom Soyer,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",3.6,5
74,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1936),Tom Sawyer,1936,"Tom Sawyer,1936",tt0396901,movie,Tom Sawyer,Tom Soyer,0,1936,\N,76,Adventure,6.1,57,Tom Soyer,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",3.98,58
75,"The Adventures of Tom Sawyer (1876), Mark Twain",The Adventures of Tom Sawyer (1938),The Adventures of Tom Sawyer,1938,"The Adventures of Tom Sawyer,1938",tt0029844,movie,The Adventures of Tom Sawyer,The Adventures of Tom Sawyer,0,1938,\N,91,"Adventure,Drama,Family",7.1,2416,The Adventures of Tom Sawyer,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",3.92,944950
75,"The Adventures of Tom Sawyer (1876), Mark Twain",The Adventures of Tom Sawyer (1938),The Adventures of Tom Sawyer,1938,"The Adventures of Tom Sawyer,1938",tt0029844,movie,The Adventures of Tom Sawyer,The Adventures of Tom Sawyer,0,1938,\N,91,"Adventure,Drama,Family",7.1,2416,The Adventures of Tom Sawyer,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",4.23,26
75,"The Adventures of Tom Sawyer (1876), Mark Twain",The Adventures of Tom Sawyer (1938),The Adventures of Tom Sawyer,1938,"The Adventures of Tom Sawyer,1938",tt0029844,movie,The Adventures of Tom Sawyer,The Adventures of Tom Sawyer,0,1938,\N,91,"Adventure,Drama,Family",7.1,2416,The Adventures of Tom Sawyer,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",4,2
75,"The Adventures of Tom Sawyer (1876), Mark Twain",The Adventures of Tom Sawyer (1938),The Adventures of Tom Sawyer,1938,"The Adventures of Tom Sawyer,1938",tt0029844,movie,The Adventures of Tom Sawyer,The Adventures of Tom Sawyer,0,1938,\N,91,"Adventure,Drama,Family",7.1,2416,The Adventures of Tom Sawyer,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",3.6,5
75,"The Adventures of Tom Sawyer (1876), Mark Twain",The Adventures of Tom Sawyer (1938),The Adventures of Tom Sawyer,1938,"The Adventures of Tom Sawyer,1938",tt0029844,movie,The Adventures of Tom Sawyer,The Adventures of Tom Sawyer,0,1938,\N,91,"Adventure,Drama,Family",7.1,2416,The Adventures of Tom Sawyer,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",3.98,58
76,"The Adventures of Tom Sawyer (1876), Mark Twain","Tom Sawyer, Detective (1938)","Tom Sawyer, Detective",1938,"Tom Sawyer, Detective,1938",tt0030878,movie,"Tom Sawyer, Detective","Tom Sawyer, Detective",0,1938,\N,68,"Comedy,Mystery",6.5,73,"Tom Sawyer, Detective",The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",3.92,944950
76,"The Adventures of Tom Sawyer (1876), Mark Twain","Tom Sawyer, Detective (1938)","Tom Sawyer, Detective",1938,"Tom Sawyer, Detective,1938",tt0030878,movie,"Tom Sawyer, Detective","Tom Sawyer, Detective",0,1938,\N,68,"Comedy,Mystery",6.5,73,"Tom Sawyer, Detective",The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",4.23,26
76,"The Adventures of Tom Sawyer (1876), Mark Twain","Tom Sawyer, Detective (1938)","Tom Sawyer, Detective",1938,"Tom Sawyer, Detective,1938",tt0030878,movie,"Tom Sawyer, Detective","Tom Sawyer, Detective",0,1938,\N,68,"Comedy,Mystery",6.5,73,"Tom Sawyer, Detective",The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",4,2
76,"The Adventures of Tom Sawyer (1876), Mark Twain","Tom Sawyer, Detective (1938)","Tom Sawyer, Detective",1938,"Tom Sawyer, Detective,1938",tt0030878,movie,"Tom Sawyer, Detective","Tom Sawyer, Detective",0,1938,\N,68,"Comedy,Mystery",6.5,73,"Tom Sawyer, Detective",The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",3.6,5
76,"The Adventures of Tom Sawyer (1876), Mark Twain","Tom Sawyer, Detective (1938)","Tom Sawyer, Detective",1938,"Tom Sawyer, Detective,1938",tt0030878,movie,"Tom Sawyer, Detective","Tom Sawyer, Detective",0,1938,\N,68,"Comedy,Mystery",6.5,73,"Tom Sawyer, Detective",The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",3.98,58
77,"The Adventures of Tom Sawyer (1876), Mark Twain",The Adventures of Mark Twain (1944),The Adventures of Mark Twain,1944,"The Adventures of Mark Twain,1944",tt0036582,movie,The Adventures of Mark Twain,The Adventures of Mark Twain,0,1944,\N,130,"Adventure,Biography,Drama",7.1,1421,The Adventures of Mark Twain,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",3.92,944950
77,"The Adventures of Tom Sawyer (1876), Mark Twain",The Adventures of Mark Twain (1944),The Adventures of Mark Twain,1944,"The Adventures of Mark Twain,1944",tt0036582,movie,The Adventures of Mark Twain,The Adventures of Mark Twain,0,1944,\N,130,"Adventure,Biography,Drama",7.1,1421,The Adventures of Mark Twain,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",4.23,26
77,"The Adventures of Tom Sawyer (1876), Mark Twain",The Adventures of Mark Twain (1944),The Adventures of Mark Twain,1944,"The Adventures of Mark Twain,1944",tt0036582,movie,The Adventures of Mark Twain,The Adventures of Mark Twain,0,1944,\N,130,"Adventure,Biography,Drama",7.1,1421,The Adventures of Mark Twain,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",4,2
77,"The Adventures of Tom Sawyer (1876), Mark Twain",The Adventures of Mark Twain (1944),The Adventures of Mark Twain,1944,"The Adventures of Mark Twain,1944",tt0036582,movie,The Adventures of Mark Twain,The Adventures of Mark Twain,0,1944,\N,130,"Adventure,Biography,Drama",7.1,1421,The Adventures of Mark Twain,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",3.6,5
77,"The Adventures of Tom Sawyer (1876), Mark Twain",The Adventures of Mark Twain (1944),The Adventures of Mark Twain,1944,"The Adventures of Mark Twain,1944",tt0036582,movie,The Adventures of Mark Twain,The Adventures of Mark Twain,0,1944,\N,130,"Adventure,Biography,Drama",7.1,1421,The Adventures of Mark Twain,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",3.98,58
78,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1973),Tom Sawyer,1973,"Tom Sawyer,1973",tt0070814,movie,Tom Sawyer,Tom Sawyer,0,1973,\N,103,"Adventure,Family,Musical",6.4,2833,Tom Sawyer,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",3.92,944950
78,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1973),Tom Sawyer,1973,"Tom Sawyer,1973",tt0070814,movie,Tom Sawyer,Tom Sawyer,0,1973,\N,103,"Adventure,Family,Musical",6.4,2833,Tom Sawyer,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",4.23,26
78,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1973),Tom Sawyer,1973,"Tom Sawyer,1973",tt0070814,movie,Tom Sawyer,Tom Sawyer,0,1973,\N,103,"Adventure,Family,Musical",6.4,2833,Tom Sawyer,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",4,2
78,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1973),Tom Sawyer,1973,"Tom Sawyer,1973",tt0070814,movie,Tom Sawyer,Tom Sawyer,0,1973,\N,103,"Adventure,Family,Musical",6.4,2833,Tom Sawyer,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",3.6,5
78,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1973),Tom Sawyer,1973,"Tom Sawyer,1973",tt0070814,movie,Tom Sawyer,Tom Sawyer,0,1973,\N,103,"Adventure,Family,Musical",6.4,2833,Tom Sawyer,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",3.98,58
79,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1973)[N 1],Tom Sawyer,1973,"Tom Sawyer,1973",tt0070814,movie,Tom Sawyer,Tom Sawyer,0,1973,\N,103,"Adventure,Family,Musical",6.4,2833,Tom Sawyer,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",3.92,944950
79,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1973)[N 1],Tom Sawyer,1973,"Tom Sawyer,1973",tt0070814,movie,Tom Sawyer,Tom Sawyer,0,1973,\N,103,"Adventure,Family,Musical",6.4,2833,Tom Sawyer,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",4.23,26
79,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1973)[N 1],Tom Sawyer,1973,"Tom Sawyer,1973",tt0070814,movie,Tom Sawyer,Tom Sawyer,0,1973,\N,103,"Adventure,Family,Musical",6.4,2833,Tom Sawyer,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",4,2
79,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1973)[N 1],Tom Sawyer,1973,"Tom Sawyer,1973",tt0070814,movie,Tom Sawyer,Tom Sawyer,0,1973,\N,103,"Adventure,Family,Musical",6.4,2833,Tom Sawyer,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",3.6,5
79,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1973)[N 1],Tom Sawyer,1973,"Tom Sawyer,1973",tt0070814,movie,Tom Sawyer,Tom Sawyer,0,1973,\N,103,"Adventure,Family,Musical",6.4,2833,Tom Sawyer,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",3.98,58
80,"The Adventures of Tom Sawyer (1876), Mark Twain",Páni kluci (1976),Páni kluci,1976,"Páni kluci,1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",3.92,944950
80,"The Adventures of Tom Sawyer (1876), Mark Twain",Páni kluci (1976),Páni kluci,1976,"Páni kluci,1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",4.23,26
80,"The Adventures of Tom Sawyer (1876), Mark Twain",Páni kluci (1976),Páni kluci,1976,"Páni kluci,1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",4,2
80,"The Adventures of Tom Sawyer (1876), Mark Twain",Páni kluci (1976),Páni kluci,1976,"Páni kluci,1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",3.6,5
80,"The Adventures of Tom Sawyer (1876), Mark Twain",Páni kluci (1976),Páni kluci,1976,"Páni kluci,1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",3.98,58
81,"The Adventures of Tom Sawyer (1876), Mark Twain",Rascals and Robbers: The Secret Adventures of Tom Sawyer and Huckleberry Finn (1982)[N 1],Rascals and Robbers: The Secret Adventures of Tom Sawyer and Huckleberry Finn,1982,"Rascals and Robbers: The Secret Adventures of Tom Sawyer and Huckleberry Finn,1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",3.92,944950
81,"The Adventures of Tom Sawyer (1876), Mark Twain",Rascals and Robbers: The Secret Adventures of Tom Sawyer and Huckleberry Finn (1982)[N 1],Rascals and Robbers: The Secret Adventures of Tom Sawyer and Huckleberry Finn,1982,"Rascals and Robbers: The Secret Adventures of Tom Sawyer and Huckleberry Finn,1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",4.23,26
81,"The Adventures of Tom Sawyer (1876), Mark Twain",Rascals and Robbers: The Secret Adventures of Tom Sawyer and Huckleberry Finn (1982)[N 1],Rascals and Robbers: The Secret Adventures of Tom Sawyer and Huckleberry Finn,1982,"Rascals and Robbers: The Secret Adventures of Tom Sawyer and Huckleberry Finn,1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",4,2
81,"The Adventures of Tom Sawyer (1876), Mark Twain",Rascals and Robbers: The Secret Adventures of Tom Sawyer and Huckleberry Finn (1982)[N 1],Rascals and Robbers: The Secret Adventures of Tom Sawyer and Huckleberry Finn,1982,"Rascals and Robbers: The Secret Adventures of Tom Sawyer and Huckleberry Finn,1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer,Mark Twain",The Adventures of Tom Sawyer,"[""Mark Twain""]",3.6,5
