...1,Book,Movie,movie_titleWiki,movie_year,movie_match,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,movie_title,BookTitle,BookAuthor,BookMatch,name,author,star_rating,num_ratings
1552,"The Heaven Sword and Dragon Saber (Chinese: 倚天屠龙记) (1961), Jin Yong",The Hidden Power of the Dragon Sabre (1984),The Hidden Power of the Dragon Sabre,1984,"The Hidden Power of the Dragon Sabre,1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Heaven Sword and Dragon Saber,Jin Yong,"The Heaven Sword and Dragon Saber,Jin Yong",NA,NA,NA,NA
1553,"The Heaven Sword and Dragon Saber (Chinese: 倚天屠龙记) (1961), Jin Yong",Kung Fu Cult Master (1993),Kung Fu Cult Master,1993,"Kung Fu Cult Master,1993",tt0108624,movie,Kung Fu Cult Master,Yi tin to lung gei: Moh gaau gaau jue,0,1993,\N,107,"Action,Fantasy,History",6.4,4360,Yi tin to lung gei: Moh gaau gaau jue,The Heaven Sword and Dragon Saber,Jin Yong,"The Heaven Sword and Dragon Saber,Jin Yong",NA,NA,NA,NA
1554,"Heidi (1880–81), Johanna Spyri",Heidi (1937),Heidi,1937,"Heidi,1937",tt0028988,movie,Heidi,Heidi,0,1937,\N,88,"Drama,Family,Musical",7.2,5265,Heidi,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4.03,200925
1554,"Heidi (1880–81), Johanna Spyri",Heidi (1937),Heidi,1937,"Heidi,1937",tt0028988,movie,Heidi,Heidi,0,1937,\N,88,"Drama,Family,Musical",7.2,5265,Heidi,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",2.5,2
1554,"Heidi (1880–81), Johanna Spyri",Heidi (1937),Heidi,1937,"Heidi,1937",tt0028988,movie,Heidi,Heidi,0,1937,\N,88,"Drama,Family,Musical",7.2,5265,Heidi,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4,3
1554,"Heidi (1880–81), Johanna Spyri",Heidi (1937),Heidi,1937,"Heidi,1937",tt0028988,movie,Heidi,Heidi,0,1937,\N,88,"Drama,Family,Musical",7.2,5265,Heidi,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4.5,4
1555,"Heidi (1880–81), Johanna Spyri",Heidi (1952),Heidi,1952,"Heidi,1952",tt0044696,movie,Heidi,Heidi,0,1952,\N,97,"Drama,Family",6.8,488,Heidi,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4.03,200925
1555,"Heidi (1880–81), Johanna Spyri",Heidi (1952),Heidi,1952,"Heidi,1952",tt0044696,movie,Heidi,Heidi,0,1952,\N,97,"Drama,Family",6.8,488,Heidi,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",2.5,2
1555,"Heidi (1880–81), Johanna Spyri",Heidi (1952),Heidi,1952,"Heidi,1952",tt0044696,movie,Heidi,Heidi,0,1952,\N,97,"Drama,Family",6.8,488,Heidi,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4,3
1555,"Heidi (1880–81), Johanna Spyri",Heidi (1952),Heidi,1952,"Heidi,1952",tt0044696,movie,Heidi,Heidi,0,1952,\N,97,"Drama,Family",6.8,488,Heidi,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4.5,4
1556,"Heidi (1880–81), Johanna Spyri",Heidi and Peter (1955),Heidi and Peter,1955,"Heidi and Peter,1955",tt0048152,movie,Heidi and Peter,Heidi und Peter,0,1955,\N,89,"Drama,Family",6.4,234,Heidi und Peter,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4.03,200925
1556,"Heidi (1880–81), Johanna Spyri",Heidi and Peter (1955),Heidi and Peter,1955,"Heidi and Peter,1955",tt0048152,movie,Heidi and Peter,Heidi und Peter,0,1955,\N,89,"Drama,Family",6.4,234,Heidi und Peter,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",2.5,2
1556,"Heidi (1880–81), Johanna Spyri",Heidi and Peter (1955),Heidi and Peter,1955,"Heidi and Peter,1955",tt0048152,movie,Heidi and Peter,Heidi und Peter,0,1955,\N,89,"Drama,Family",6.4,234,Heidi und Peter,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4,3
1556,"Heidi (1880–81), Johanna Spyri",Heidi and Peter (1955),Heidi and Peter,1955,"Heidi and Peter,1955",tt0048152,movie,Heidi and Peter,Heidi und Peter,0,1955,\N,89,"Drama,Family",6.4,234,Heidi und Peter,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4.5,4
1557,"Heidi (1880–81), Johanna Spyri",Do Phool (1958),Do Phool,1958,"Do Phool,1958",tt0231474,movie,Do Phool,Do Phool,0,1958,\N,161,"Drama,Family",5.9,14,Do Phool,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4.03,200925
1557,"Heidi (1880–81), Johanna Spyri",Do Phool (1958),Do Phool,1958,"Do Phool,1958",tt0231474,movie,Do Phool,Do Phool,0,1958,\N,161,"Drama,Family",5.9,14,Do Phool,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",2.5,2
1557,"Heidi (1880–81), Johanna Spyri",Do Phool (1958),Do Phool,1958,"Do Phool,1958",tt0231474,movie,Do Phool,Do Phool,0,1958,\N,161,"Drama,Family",5.9,14,Do Phool,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4,3
1557,"Heidi (1880–81), Johanna Spyri",Do Phool (1958),Do Phool,1958,"Do Phool,1958",tt0231474,movie,Do Phool,Do Phool,0,1958,\N,161,"Drama,Family",5.9,14,Do Phool,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4.5,4
1558,"Heidi (1880–81), Johanna Spyri",Heidi (1965),Heidi,1965,"Heidi,1965",tt0059259,movie,Heidi,Heidi,0,1965,\N,95,"Drama,Family",6.5,193,Heidi,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4.03,200925
1558,"Heidi (1880–81), Johanna Spyri",Heidi (1965),Heidi,1965,"Heidi,1965",tt0059259,movie,Heidi,Heidi,0,1965,\N,95,"Drama,Family",6.5,193,Heidi,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",2.5,2
1558,"Heidi (1880–81), Johanna Spyri",Heidi (1965),Heidi,1965,"Heidi,1965",tt0059259,movie,Heidi,Heidi,0,1965,\N,95,"Drama,Family",6.5,193,Heidi,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4,3
1558,"Heidi (1880–81), Johanna Spyri",Heidi (1965),Heidi,1965,"Heidi,1965",tt0059259,movie,Heidi,Heidi,0,1965,\N,95,"Drama,Family",6.5,193,Heidi,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4.5,4
1559,"Heidi (1880–81), Johanna Spyri",Heidi (1968)[N 1],Heidi,1968,"Heidi,1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4.03,200925
1559,"Heidi (1880–81), Johanna Spyri",Heidi (1968)[N 1],Heidi,1968,"Heidi,1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",2.5,2
1559,"Heidi (1880–81), Johanna Spyri",Heidi (1968)[N 1],Heidi,1968,"Heidi,1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4,3
1559,"Heidi (1880–81), Johanna Spyri",Heidi (1968)[N 1],Heidi,1968,"Heidi,1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4.5,4
1560,"Heidi (1880–81), Johanna Spyri",The New Adventures of Heidi (1978)[N 1],The New Adventures of Heidi,1978,"The New Adventures of Heidi,1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4.03,200925
1560,"Heidi (1880–81), Johanna Spyri",The New Adventures of Heidi (1978)[N 1],The New Adventures of Heidi,1978,"The New Adventures of Heidi,1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",2.5,2
1560,"Heidi (1880–81), Johanna Spyri",The New Adventures of Heidi (1978)[N 1],The New Adventures of Heidi,1978,"The New Adventures of Heidi,1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4,3
1560,"Heidi (1880–81), Johanna Spyri",The New Adventures of Heidi (1978)[N 1],The New Adventures of Heidi,1978,"The New Adventures of Heidi,1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4.5,4
1561,"Heidi (1880–81), Johanna Spyri",Heidi in the Mountains (1979),Heidi in the Mountains,1979,"Heidi in the Mountains,1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4.03,200925
1561,"Heidi (1880–81), Johanna Spyri",Heidi in the Mountains (1979),Heidi in the Mountains,1979,"Heidi in the Mountains,1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",2.5,2
1561,"Heidi (1880–81), Johanna Spyri",Heidi in the Mountains (1979),Heidi in the Mountains,1979,"Heidi in the Mountains,1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4,3
1561,"Heidi (1880–81), Johanna Spyri",Heidi in the Mountains (1979),Heidi in the Mountains,1979,"Heidi in the Mountains,1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4.5,4
1562,"Heidi (1880–81), Johanna Spyri",Heidi's Song (1982),Heidi's Song,1982,"Heidi's Song,1982",tt0084060,movie,Heidi's Song,Heidi's Song,0,1982,\N,94,"Adventure,Animation,Drama",6.2,363,Heidi's Song,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4.03,200925
1562,"Heidi (1880–81), Johanna Spyri",Heidi's Song (1982),Heidi's Song,1982,"Heidi's Song,1982",tt0084060,movie,Heidi's Song,Heidi's Song,0,1982,\N,94,"Adventure,Animation,Drama",6.2,363,Heidi's Song,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",2.5,2
1562,"Heidi (1880–81), Johanna Spyri",Heidi's Song (1982),Heidi's Song,1982,"Heidi's Song,1982",tt0084060,movie,Heidi's Song,Heidi's Song,0,1982,\N,94,"Adventure,Animation,Drama",6.2,363,Heidi's Song,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4,3
1562,"Heidi (1880–81), Johanna Spyri",Heidi's Song (1982),Heidi's Song,1982,"Heidi's Song,1982",tt0084060,movie,Heidi's Song,Heidi's Song,0,1982,\N,94,"Adventure,Animation,Drama",6.2,363,Heidi's Song,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4.5,4
1563,"Heidi (1880–81), Johanna Spyri",Courage Mountain (1990),Courage Mountain,1990,"Courage Mountain,1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4.03,200925
1563,"Heidi (1880–81), Johanna Spyri",Courage Mountain (1990),Courage Mountain,1990,"Courage Mountain,1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",2.5,2
1563,"Heidi (1880–81), Johanna Spyri",Courage Mountain (1990),Courage Mountain,1990,"Courage Mountain,1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4,3
1563,"Heidi (1880–81), Johanna Spyri",Courage Mountain (1990),Courage Mountain,1990,"Courage Mountain,1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4.5,4
1564,"Heidi (1880–81), Johanna Spyri",Heidi (1995)[N 9],Heidi,1995,"Heidi,1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4.03,200925
1564,"Heidi (1880–81), Johanna Spyri",Heidi (1995)[N 9],Heidi,1995,"Heidi,1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",2.5,2
1564,"Heidi (1880–81), Johanna Spyri",Heidi (1995)[N 9],Heidi,1995,"Heidi,1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4,3
1564,"Heidi (1880–81), Johanna Spyri",Heidi (1995)[N 9],Heidi,1995,"Heidi,1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4.5,4
1565,"Heidi (1880–81), Johanna Spyri",Heidi (2005; produced by Nelvana),Heidi,NA,"Heidi,NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4.03,200925
1565,"Heidi (1880–81), Johanna Spyri",Heidi (2005; produced by Nelvana),Heidi,NA,"Heidi,NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",2.5,2
1565,"Heidi (1880–81), Johanna Spyri",Heidi (2005; produced by Nelvana),Heidi,NA,"Heidi,NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4,3
1565,"Heidi (1880–81), Johanna Spyri",Heidi (2005; produced by Nelvana),Heidi,NA,"Heidi,NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4.5,4
1566,"Heidi (1880–81), Johanna Spyri",Heidi (2005; directed by Paul Marcus),Heidi,NA,"Heidi,NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4.03,200925
1566,"Heidi (1880–81), Johanna Spyri",Heidi (2005; directed by Paul Marcus),Heidi,NA,"Heidi,NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",2.5,2
1566,"Heidi (1880–81), Johanna Spyri",Heidi (2005; directed by Paul Marcus),Heidi,NA,"Heidi,NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4,3
1566,"Heidi (1880–81), Johanna Spyri",Heidi (2005; directed by Paul Marcus),Heidi,NA,"Heidi,NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4.5,4
1567,"Heidi (1880–81), Johanna Spyri",Heidi 4 Paws (2008),Heidi 4 Paws,2008,"Heidi 4 Paws,2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4.03,200925
1567,"Heidi (1880–81), Johanna Spyri",Heidi 4 Paws (2008),Heidi 4 Paws,2008,"Heidi 4 Paws,2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",2.5,2
1567,"Heidi (1880–81), Johanna Spyri",Heidi 4 Paws (2008),Heidi 4 Paws,2008,"Heidi 4 Paws,2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4,3
1567,"Heidi (1880–81), Johanna Spyri",Heidi 4 Paws (2008),Heidi 4 Paws,2008,"Heidi 4 Paws,2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4.5,4
1568,"Heidi (1880–81), Johanna Spyri",Heidi (2015),Heidi,2015,"Heidi,2015",tt3700392,movie,Heidi,Heidi,0,2015,\N,111,"Drama,Family",7.4,7956,Heidi,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4.03,200925
1568,"Heidi (1880–81), Johanna Spyri",Heidi (2015),Heidi,2015,"Heidi,2015",tt3700392,movie,Heidi,Heidi,0,2015,\N,111,"Drama,Family",7.4,7956,Heidi,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",2.5,2
1568,"Heidi (1880–81), Johanna Spyri",Heidi (2015),Heidi,2015,"Heidi,2015",tt3700392,movie,Heidi,Heidi,0,2015,\N,111,"Drama,Family",7.4,7956,Heidi,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4,3
1568,"Heidi (1880–81), Johanna Spyri",Heidi (2015),Heidi,2015,"Heidi,2015",tt3700392,movie,Heidi,Heidi,0,2015,\N,111,"Drama,Family",7.4,7956,Heidi,Heidi,Johanna Spyri,"Heidi,Johanna Spyri",Heidi,"[""Johanna Spyri""]",4.5,4
1569,"Hell Has No Limits (Spanish: El lugar sin límites) (1966), José Donoso",The Place Without Limits (1978),The Place Without Limits,1978,"The Place Without Limits,1978",tt0076336,movie,The Place Without Limits,El lugar sin límites,0,1978,\N,110,Drama,7.5,1816,El lugar sin límites,Hell Has No Limits,José Donoso,"Hell Has No Limits,José Donoso",NA,NA,NA,NA
1570,"Hell House (1971), Richard Matheson",The Legend of Hell House (1973),The Legend of Hell House,1973,"The Legend of Hell House,1973",tt0070294,movie,The Legend of Hell House,The Legend of Hell House,0,1973,\N,95,Horror,6.6,14941,The Legend of Hell House,Hell House,Richard Matheson,"Hell House,Richard Matheson",Hell House,"[""Richard Matheson""]",3.74,52363
1571,"Heller with a Gun (1954), Louis L'Amour",Heller in Pink Tights (1960),Heller in Pink Tights,1960,"Heller in Pink Tights,1960",tt0053902,movie,Heller in Pink Tights,Heller in Pink Tights,0,1960,\N,100,"Comedy,Western",5.9,1602,Heller in Pink Tights,Heller with a Gun,Louis L'Amour,"Heller with a Gun,Louis L'Amour",Heller with a Gun,"[""Louis L'Amour""]",3.96,2145
1572,"The Help (2009), Kathryn Stockett",The Help (2011),The Help,2011,"The Help,2011",tt1454029,movie,The Help,The Help,0,2011,\N,146,Drama,8.1,520419,The Help,The Help,Kathryn Stockett,"The Help,Kathryn Stockett",The Help,"[""Kathryn Stockett""]",4.47,2793989
1573,"The Heritage of the Desert (1910), Zane Grey",Heritage of the Desert (1924),Heritage of the Desert,1924,"Heritage of the Desert,1924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Heritage of the Desert,Zane Grey,"The Heritage of the Desert,Zane Grey",The Heritage of the Desert,"[""Zane Grey""]",3.94,1022
1574,"The Heritage of the Desert (1910), Zane Grey",Heritage of the Desert (1932),Heritage of the Desert,1932,"Heritage of the Desert,1932",tt0022999,movie,Heritage of the Desert,Heritage of the Desert,0,1932,\N,60,"Drama,Western",5.8,219,Heritage of the Desert,The Heritage of the Desert,Zane Grey,"The Heritage of the Desert,Zane Grey",The Heritage of the Desert,"[""Zane Grey""]",3.94,1022
1575,"The Heritage of the Desert (1910), Zane Grey",Heritage of the Desert (1939),Heritage of the Desert,1939,"Heritage of the Desert,1939",tt0031419,movie,Heritage of the Desert,Heritage of the Desert,0,1939,\N,73,"Drama,Western",6.4,127,Heritage of the Desert,The Heritage of the Desert,Zane Grey,"The Heritage of the Desert,Zane Grey",The Heritage of the Desert,"[""Zane Grey""]",3.94,1022
1576,"The High and the Mighty (1953), Ernest K. Gann",The High and the Mighty (1954),The High and the Mighty,1954,"The High and the Mighty,1954",tt0047086,movie,The High and the Mighty,The High and the Mighty,0,1954,\N,147,"Action,Adventure,Drama",6.6,6946,The High and the Mighty,The High and the Mighty,Ernest K. Gann,"The High and the Mighty,Ernest K. Gann",The High and the Mighty,"[""Ernest K. Gann""]",3.98,306
1577,"High Fidelity (1995), Nick Hornby",High Fidelity (2000),High Fidelity,2000,"High Fidelity,2000",tt0146882,movie,High Fidelity,High Fidelity,0,2000,\N,113,"Comedy,Drama,Music",7.4,196959,High Fidelity,High Fidelity,Nick Hornby,"High Fidelity,Nick Hornby",High Fidelity,"[""Nick Hornby""]",3.91,202992
1578,"The History of Mr. Polly (1910), H. G. Wells",The History of Mr. Polly (1949),The History of Mr. Polly,1949,"The History of Mr. Polly,1949",tt0041469,movie,The History of Mr. Polly,The History of Mr. Polly,0,1949,\N,95,Drama,6.7,730,The History of Mr. Polly,The History of Mr. Polly,H. G. Wells,"The History of Mr. Polly,H. G. Wells",NA,NA,NA,NA
1579,"The History of Tom Jones, a Foundling (1749), Henry Fielding",Tom Jones (1917),Tom Jones,1917,"Tom Jones,1917",tt0008686,movie,Tom Jones,Tom Jones,0,1917,\N,70,Comedy,8.8,12,Tom Jones,"The History of Tom Jones, a Foundling",Henry Fielding,"The History of Tom Jones, a Foundling,Henry Fielding","The History of Tom Jones, a Foundling","[""Henry Fielding""]",3.75,33461
1580,"The History of Tom Jones, a Foundling (1749), Henry Fielding",Tom Jones (1963),Tom Jones,1963,"Tom Jones,1963",tt0057590,movie,Tom Jones,Tom Jones,0,1963,\N,129,"Adventure,Comedy,History",6.4,15048,Tom Jones,"The History of Tom Jones, a Foundling",Henry Fielding,"The History of Tom Jones, a Foundling,Henry Fielding","The History of Tom Jones, a Foundling","[""Henry Fielding""]",3.75,33461
1581,"The History of Tom Jones, a Foundling (1749), Henry Fielding",The Bawdy Adventures of Tom Jones (1976),The Bawdy Adventures of Tom Jones,1976,"The Bawdy Adventures of Tom Jones,1976",tt0074189,movie,The Bawdy Adventures of Tom Jones,The Bawdy Adventures of Tom Jones,0,1976,\N,94,Comedy,4.4,187,The Bawdy Adventures of Tom Jones,"The History of Tom Jones, a Foundling",Henry Fielding,"The History of Tom Jones, a Foundling,Henry Fielding","The History of Tom Jones, a Foundling","[""Henry Fielding""]",3.75,33461
1582,"The History of Tom Jones, a Foundling (1749), Henry Fielding",Tom Jones (1996)[N 1],Tom Jones,1996,"Tom Jones,1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The History of Tom Jones, a Foundling",Henry Fielding,"The History of Tom Jones, a Foundling,Henry Fielding","The History of Tom Jones, a Foundling","[""Henry Fielding""]",3.75,33461
1583,"A History of Violence (1997), John Wagner",A History of Violence (2005),A History of Violence,2005,"A History of Violence,2005",tt0399146,movie,A History of Violence,A History of Violence,0,2005,\N,96,"Action,Crime,Drama",7.4,268085,A History of Violence,A History of Violence,John Wagner,"A History of Violence,John Wagner",A History of Violence,"[""John Wagner""]",3.5,2812
1584,"The Hitchhiker's Guide to the Galaxy (1979)[N 27], Douglas Adams",The Hitchhiker's Guide to the Galaxy (2004),The Hitchhiker's Guide to the Galaxy,2004,"The Hitchhiker's Guide to the Galaxy,2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Hitchhiker's Guide to the Galaxy,"The Hitchhiker's Guide to the Galaxy (1979)[N 27], Douglas Adams","The Hitchhiker's Guide to the Galaxy,The Hitchhiker's Guide to the Galaxy (1979)[N 27], Douglas Adams",NA,NA,NA,NA
1585,"The Hobbit (1937), J. R. R. Tolkien",The Hobbit (1977)[N 1],The Hobbit,1977,"The Hobbit,1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Hobbit,J. R. R. Tolkien,"The Hobbit,J. R. R. Tolkien",NA,NA,NA,NA
1586,"The Hobbit (1937), J. R. R. Tolkien",The Hobbit (1985)[N 1],The Hobbit,1985,"The Hobbit,1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Hobbit,J. R. R. Tolkien,"The Hobbit,J. R. R. Tolkien",NA,NA,NA,NA
1587,"The Hobbit (1937), J. R. R. Tolkien",The Hobbit: An Unexpected Journey (2012),The Hobbit: An Unexpected Journey,2012,"The Hobbit: An Unexpected Journey,2012",tt0903624,movie,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,0,2012,\N,169,"Adventure,Fantasy",7.8,912931,The Hobbit: An Unexpected Journey,The Hobbit,J. R. R. Tolkien,"The Hobbit,J. R. R. Tolkien",NA,NA,NA,NA
1588,"The Hobbit (1937), J. R. R. Tolkien",The Hobbit: The Desolation of Smaug (2013),The Hobbit: The Desolation of Smaug,2013,"The Hobbit: The Desolation of Smaug,2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Hobbit,J. R. R. Tolkien,"The Hobbit,J. R. R. Tolkien",NA,NA,NA,NA
1589,"The Hobbit (1937), J. R. R. Tolkien",The Hobbit: The Battle of the Five Armies (2014),The Hobbit: The Battle of the Five Armies,2014,"The Hobbit: The Battle of the Five Armies,2014",tt2310332,movie,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,0,2014,\N,144,"Adventure,Fantasy",7.4,605548,The Hobbit: The Battle of the Five Armies,The Hobbit,J. R. R. Tolkien,"The Hobbit,J. R. R. Tolkien",NA,NA,NA,NA
