...1.x,Book,Movie,wikiMovieTitle,wikiMovieYear,wikiMovieMatch,tconst,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,movie_title,wikiBookTitle,wikiBookAuthor,wikiBookMatch,goodreadsentrytitle,goodreadsentryauthor,goodreads_rating,goodreads_numratings,wmrank,Worldwide Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,Year,...1.y,x,release_date,movie,production_budget,domestic_gross,worldwide_gross,source_offset,movie_match
2271,"Moby-Dick (1851), Herman Melville",Age of the Dragons (2011),Age of the Dragons,2011,"Age of the Dragons,2011",tt1594917,Age of the Dragons,Age of the Dragons,0,2011,91,"Action,Adventure,Fantasy",3.4,4631,Age of the Dragons,Moby-Dick,Herman Melville,"Moby-Dick,Herman Melville",NA,NA,3.55,566184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2272,"Moderato Cantabile (1958), Marguerite Duras",Seven Days... Seven Nights (1960),Seven Days... Seven Nights,1960,"Seven Days... Seven Nights,1960",tt0054091,Seven Days... Seven Nights,Moderato cantabile,0,1960,91,"Drama,Romance",6.9,1396,Moderato cantabile,Moderato Cantabile,Marguerite Duras,"Moderato Cantabile,Marguerite Duras",NA,NA,3.49,5865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2273,"The Molly Maguires (1969), Arthur H. Lewis",The Molly Maguires (1970),The Molly Maguires,1970,"The Molly Maguires,1970",tt0066090,The Molly Maguires,The Molly Maguires,0,1970,124,"Drama,History",6.8,4622,The Molly Maguires,The Molly Maguires,Arthur H. Lewis,"The Molly Maguires,Arthur H. Lewis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4091,4091,1970,The Molly Maguires,11000000,2200000,"$2,200,000",4001,"The Molly Maguires,1970"
2274,"Monkey in the Middle (1973), Robert Syd Hopkins[N 15]",The Killer Elite (1975),The Killer Elite,1975,"The Killer Elite,1975",tt0073240,The Killer Elite,The Killer Elite,0,1975,122,"Action,Crime,Thriller",6,7932,The Killer Elite,Monkey in the Middle,Robert Syd Hopkins[N 15],"Monkey in the Middle,Robert Syd Hopkins[N 15]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2275,"The Monster from Earth's End (1959), Murray Leinster",The Navy vs. the Night Monsters (1966),The Navy vs. the Night Monsters,1966,"The Navy vs. the Night Monsters,1966",tt0060741,The Navy vs. the Night Monsters,The Navy vs. the Night Monsters,0,1966,87,"Horror,Sci-Fi",3.7,898,The Navy vs. the Night Monsters,The Monster from Earth's End,Murray Leinster,"The Monster from Earth's End,Murray Leinster",The Monster from Earth's End,"[""Murray Leinster""]",3.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2276,"Montana Rides Again (1934), Max Brand",Branded (1950),Branded,1950,"Branded,1950",tt0042279,Branded,Branded,0,1950,104,"Adventure,Drama,Romance",6.7,1114,Branded,Montana Rides Again,Max Brand,"Montana Rides Again,Max Brand",Montana Rides Again,"[""Max Brand""]",3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2277,"The Moon and Sixpence (1919), W. Somerset Maugham",The Moon and Sixpence (1942),The Moon and Sixpence,1942,"The Moon and Sixpence,1942",tt0035078,The Moon and Sixpence,The Moon and Sixpence,0,1942,89,"Drama,Romance",6.6,923,The Moon and Sixpence,The Moon and Sixpence,W. Somerset Maugham,"The Moon and Sixpence,W. Somerset Maugham",The Moon and Sixpence,"[""W. Somerset Maugham""]",4.13,24529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2278,"Moonraker (1955), Ian Fleming",Moonraker (1979),Moonraker,1979,"Moonraker,1979",tt0079574,Moonraker,Moonraker,0,1979,126,"Action,Adventure,Sci-Fi",6.3,114461,Moonraker,Moonraker,Ian Fleming,"Moonraker,Ian Fleming",Moonraker,"[""Ian Fleming""]",3.8,27826,905,"$210,308,099","$70,308,099",33.4%,"$140,000,000",66.6%,1979,2170,2170,"Jun 29, 1979",Moonraker,31000000,70300000,"$210,300,000",2101,"Moonraker,1979"
2279,"The Moon-Spinners (1962), Mary Stewart",The Moon-Spinners (1964),The Moon-Spinners,1964,"The Moon-Spinners,1964",tt0058371,The Moon-Spinners,The Moon-Spinners,0,1964,118,"Adventure,Family,Mystery",6.5,3290,The Moon-Spinners,The Moon-Spinners,Mary Stewart,"The Moon-Spinners,Mary Stewart",NA,NA,4.06,10157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2280,"The Moonstone (1868), Wilkie Collins",The Moonstone (1909),The Moonstone,1909,"The Moonstone,1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Moonstone,Wilkie Collins,"The Moonstone,Wilkie Collins",The Moonstone,"[""Wilkie Collins""]",3.91,93771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2280,"The Moonstone (1868), Wilkie Collins",The Moonstone (1909),The Moonstone,1909,"The Moonstone,1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Moonstone,Wilkie Collins,"The Moonstone,Wilkie Collins",The Moonstone,"[""Wilkie Collins""]",3.91,93771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2281,"The Moonstone (1868), Wilkie Collins",The Moonstone (1915),The Moonstone,1915,"The Moonstone,1915",tt0005769,The Moonstone,The Moonstone,0,1915,50,Mystery,NA,NA,The Moonstone,The Moonstone,Wilkie Collins,"The Moonstone,Wilkie Collins",The Moonstone,"[""Wilkie Collins""]",3.91,93771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2281,"The Moonstone (1868), Wilkie Collins",The Moonstone (1915),The Moonstone,1915,"The Moonstone,1915",tt0005769,The Moonstone,The Moonstone,0,1915,50,Mystery,NA,NA,The Moonstone,The Moonstone,Wilkie Collins,"The Moonstone,Wilkie Collins",The Moonstone,"[""Wilkie Collins""]",3.91,93771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2282,"The Moonstone (1868), Wilkie Collins",The Moonstone (1934),The Moonstone,1934,"The Moonstone,1934",tt0025515,The Moonstone,The Moonstone,0,1934,62,"Crime,Mystery,Romance",5,397,The Moonstone,The Moonstone,Wilkie Collins,"The Moonstone,Wilkie Collins",The Moonstone,"[""Wilkie Collins""]",3.91,93771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2282,"The Moonstone (1868), Wilkie Collins",The Moonstone (1934),The Moonstone,1934,"The Moonstone,1934",tt0025515,The Moonstone,The Moonstone,0,1934,62,"Crime,Mystery,Romance",5,397,The Moonstone,The Moonstone,Wilkie Collins,"The Moonstone,Wilkie Collins",The Moonstone,"[""Wilkie Collins""]",3.91,93771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2283,"The Moonstone (1868), Wilkie Collins",The Moonstone (1996)[N 4],The Moonstone,1996,"The Moonstone,1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Moonstone,Wilkie Collins,"The Moonstone,Wilkie Collins",The Moonstone,"[""Wilkie Collins""]",3.91,93771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2283,"The Moonstone (1868), Wilkie Collins",The Moonstone (1996)[N 4],The Moonstone,1996,"The Moonstone,1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Moonstone,Wilkie Collins,"The Moonstone,Wilkie Collins",The Moonstone,"[""Wilkie Collins""]",3.91,93771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2284,"Morpho Eugenia (1992), A. S. Byatt",Angels & Insects (1996),Angels & Insects,1996,"Angels & Insects,1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morpho Eugenia,A. S. Byatt,"Morpho Eugenia,A. S. Byatt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2285,"The Mortal Instruments – Book One: City of Bones (2007), Cassandra Clare",The Mortal Instruments: City of Bones (2013),The Mortal Instruments: City of Bones,2013,"The Mortal Instruments: City of Bones,2013",tt1538403,The Mortal Instruments: City of Bones,The Mortal Instruments: City of Bones,0,2013,130,"Action,Adventure,Fantasy",5.8,141916,The Mortal Instruments: City of Bones,The Mortal Instruments – Book One: City of Bones,Cassandra Clare,"The Mortal Instruments – Book One: City of Bones,Cassandra Clare",NA,NA,4.07,2014036,NA,NA,NA,NA,NA,NA,NA,1149,1149,"Aug 21, 2013",The Mortal Instruments: City of Bones,60000000,31165421,"$75,965,567",1101,"The Mortal Instruments: City of Bones,2013"
2286,"The Mosquito Coast (1981), Paul Theroux",The Mosquito Coast (1986),The Mosquito Coast,1986,"The Mosquito Coast,1986",tt0091557,The Mosquito Coast,The Mosquito Coast,0,1986,117,"Adventure,Drama,Thriller",6.6,32844,The Mosquito Coast,The Mosquito Coast,Paul Theroux,"The Mosquito Coast,Paul Theroux",The Mosquito Coast,"[""Paul Theroux""]",3.81,12861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2287,"Mother Carey's Chickens (1911), Kate Douglas Wiggin",Mother Carey's Chickens (1938),Mother Carey's Chickens,1938,"Mother Carey's Chickens,1938",tt0030464,Mother Carey's Chickens,Mother Carey's Chickens,0,1938,82,"Drama,Romance",6.3,350,Mother Carey's Chickens,Mother Carey's Chickens,Kate Douglas Wiggin,"Mother Carey's Chickens,Kate Douglas Wiggin",Mother Carey's Chickens,"[""Kate Douglas Wiggin""]",4.21,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2288,"Mother Carey's Chickens (1911), Kate Douglas Wiggin",Summer Magic (1963),Summer Magic,1963,"Summer Magic,1963",tt0057542,Summer Magic,Summer Magic,0,1963,110,"Comedy,Family,Musical",6.9,2913,Summer Magic,Mother Carey's Chickens,Kate Douglas Wiggin,"Mother Carey's Chickens,Kate Douglas Wiggin",Mother Carey's Chickens,"[""Kate Douglas Wiggin""]",4.21,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2289,"Mother Night (1961), Kurt Vonnegut",Mother Night (1996),Mother Night,1996,"Mother Night,1996",tt0117093,Mother Night,Mother Night,0,1996,114,"Drama,Romance,War",7.1,5819,Mother Night,Mother Night,Kurt Vonnegut,"Mother Night,Kurt Vonnegut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2290,"Mother of Mine (Finnish: Äideistä parhain) (1999), Heikki Hietamies","Mother of Mine (Finnish: Äideistä parhain, Swedish: Den bästa av mödrar) (2005)",Mother of Mine,2005,"Mother of Mine,2005",tt0343221,Mother of Mine,Äideistä parhain,0,2005,111,"Drama,War",7.6,4756,Äideistä parhain,Mother of Mine,Heikki Hietamies,"Mother of Mine,Heikki Hietamies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2291,"A Mother's Gift (2001), Britney Spears and Lynne Spears",Brave New Girl (2004)[N 4],Brave New Girl,2004,"Brave New Girl,2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A Mother's Gift,Britney Spears and Lynne Spears,"A Mother's Gift,Britney Spears and Lynne Spears",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2292,"The Moving Target (1949), Ross Macdonald[N 16]",Harper (1966),Harper,1966,"Harper,1966",tt0060490,Harper,Harper,0,1966,121,"Crime,Drama,Mystery",6.8,11840,Harper,The Moving Target,Ross Macdonald[N 16],"The Moving Target,Ross Macdonald[N 16]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5388,5388,"Feb 23, 1966",Harper,3500000,12000000,"$12,000,000",5301,"Harper,1966"
2293,"Mr. Hobbs' Vacation (1954), Edward Streeter",Mr. Hobbs Takes a Vacation (1962),Mr. Hobbs Takes a Vacation,1962,"Mr. Hobbs Takes a Vacation,1962",tt0056255,Mr. Hobbs Takes a Vacation,Mr. Hobbs Takes a Vacation,0,1962,116,"Comedy,Family",6.8,6209,Mr. Hobbs Takes a Vacation,Mr. Hobbs' Vacation,Edward Streeter,"Mr. Hobbs' Vacation,Edward Streeter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2294,"Mr. Limpet (1942), Theodore Pratt",The Incredible Mr. Limpet (1964),The Incredible Mr. Limpet,1964,"The Incredible Mr. Limpet,1964",tt0058230,The Incredible Mr. Limpet,The Incredible Mr. Limpet,0,1964,99,"Animation,Comedy,Family",6.5,6382,The Incredible Mr. Limpet,Mr. Limpet,Theodore Pratt,"Mr. Limpet,Theodore Pratt",Mr. Limpet,"[""Theodore Pratt""]",4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2295,"Mr. Winkle Goes to War (1943), Theodore Pratt",Mr. Winkle Goes to War (1944),Mr. Winkle Goes to War,1944,"Mr. Winkle Goes to War,1944",tt0037095,Mr. Winkle Goes to War,Mr. Winkle Goes to War,0,1944,80,"Comedy,War",6.6,688,Mr. Winkle Goes to War,Mr. Winkle Goes to War,Theodore Pratt,"Mr. Winkle Goes to War,Theodore Pratt",Mr. Winkle Goes to War,"[""Theodore Pratt""]",4.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2296,"Mrs. Frisby and the Rats of NIMH (1971), Robert C. O'Brien",The Secret of NIMH (1982),The Secret of NIMH,1982,"The Secret of NIMH,1982",tt0084649,The Secret of NIMH,The Secret of NIMH,0,1982,82,"Adventure,Animation,Drama",7.5,48620,The Secret of NIMH,Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien,"Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien",Mrs. Frisby and the Rats of NIMH,"[""Robert C. O'Brien""]",4.16,179494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2297,"Mrs. Frisby and the Rats of NIMH (1971), Robert C. O'Brien",The Secret of NIMH 2: Timmy to the Rescue (1999),The Secret of NIMH 2: Timmy to the Rescue,1999,"The Secret of NIMH 2: Timmy to the Rescue,1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien,"Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien",Mrs. Frisby and the Rats of NIMH,"[""Robert C. O'Brien""]",4.16,179494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2298,"Mrs McGinty's Dead (1952), Agatha Christie",Murder Most Foul (1964),Murder Most Foul,1964,"Murder Most Foul,1964",tt0058383,Murder Most Foul,Murder Most Foul,0,1964,90,"Comedy,Crime,Drama",7.1,6754,Murder Most Foul,Mrs McGinty's Dead,Agatha Christie,"Mrs McGinty's Dead,Agatha Christie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2299,"Mud on the Stars (1942), William Bradford Huie",Wild River (1960),Wild River,1960,"Wild River,1960",tt0054476,Wild River,Wild River,0,1960,110,"Drama,History,Romance",7.5,6557,Wild River,Mud on the Stars,William Bradford Huie,"Mud on the Stars,William Bradford Huie",Mud on the Stars,"[""William Bradford Huie""]",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2300,"A Mule for the Marquesa (1964), Frank O'Rourke",The Professionals (1966),The Professionals,1966,"The Professionals,1966",tt0060862,The Professionals,The Professionals,0,1966,117,"Action,Adventure,Drama",7.3,20227,The Professionals,A Mule for the Marquesa,Frank O'Rourke,"A Mule for the Marquesa,Frank O'Rourke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2301,"Murder in Amityville (1979), Hans Holzer",Amityville II: The Possession (1982),Amityville II: The Possession,1982,"Amityville II: The Possession,1982",tt0083550,Amityville II: The Possession,Amityville II: The Possession,0,1982,104,Horror,5.6,13884,Amityville II: The Possession,Murder in Amityville,Hans Holzer,"Murder in Amityville,Hans Holzer",Murder in Amityville,"[""Hans Holzer""]",3.12,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2302,"Murder on the Orient Express (1934), Agatha Christie",Murder on the Orient Express (1974),Murder on the Orient Express,1974,"Murder on the Orient Express,1974",tt0071877,Murder on the Orient Express,Murder on the Orient Express,0,1974,128,"Crime,Drama,Mystery",7.2,73062,Murder on the Orient Express,Murder on the Orient Express,Agatha Christie,"Murder on the Orient Express,Agatha Christie",Murder on the Orient Express,"[""Agatha Christie""]",4.2,633243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2303,"Murder on the Orient Express (1934), Agatha Christie",Murder on the Orient Express (2001)[N 4],Murder on the Orient Express,2001,"Murder on the Orient Express,2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Murder on the Orient Express,Agatha Christie,"Murder on the Orient Express,Agatha Christie",Murder on the Orient Express,"[""Agatha Christie""]",4.2,633243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2304,"Murder on the Orient Express (1934), Agatha Christie",Murder on the Orient Express (2017),Murder on the Orient Express,2017,"Murder on the Orient Express,2017",tt3402236,Murder on the Orient Express,Murder on the Orient Express,0,2017,114,"Comedy,Crime,Drama",6.5,315159,Murder on the Orient Express,Murder on the Orient Express,Agatha Christie,"Murder on the Orient Express,Agatha Christie",Murder on the Orient Express,"[""Agatha Christie""]",4.2,633243,472,"$352,794,081","$102,826,543",29.2%,"$249,967,538",70.8%,2017,1231,1231,"Nov 3, 2017",Murder on the Orient Express,55000000,102826543,"$351,767,147",1201,"Murder on the Orient Express,2017"
2305,"Murphy's Romance: A Novel (1980), Max Schott",Murphy's Romance (1985),Murphy's Romance,1985,"Murphy's Romance,1985",tt0089643,Murphy's Romance,Murphy's Romance,0,1985,107,"Comedy,Drama,Romance",7,7618,Murphy's Romance,Murphy's Romance: A Novel,Max Schott,"Murphy's Romance: A Novel,Max Schott",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2306,"Mute Witness (1963), Robert L. Pike (as Robert L. Fish)",Bullitt (1968),Bullitt,1968,"Bullitt,1968",tt0062765,Bullitt,Bullitt,0,1968,114,"Action,Crime,Thriller",7.4,80123,Bullitt,Mute Witness,Robert L. Pike (as Robert L. Fish),"Mute Witness,Robert L. Pike (as Robert L. Fish)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2307,"My Ántonia (1918), Willa Cather",My Antonia (1995)[N 4],My Antonia,1995,"My Antonia,1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,My Ántonia,Willa Cather,"My Ántonia,Willa Cather",My Ántonia,"[""Willa Cather""]",3.83,138948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2308,"My Brother's Wife (Spanish: La mujer de mi hermano) (2002), Jaime Bayly",My Brother's Wife (2005),My Brother's Wife,2005,"My Brother's Wife,2005",tt0463345,My Brother's Wife,La mujer de mi hermano,0,2005,89,Drama,6,3659,La mujer de mi hermano,My Brother's Wife,Jaime Bayly,"My Brother's Wife,Jaime Bayly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2309,"My Philadelphia Father (1955), Anthony Joseph Drexel Biddle, Sr.[N 17]",The Happiest Millionaire (1967),The Happiest Millionaire,1967,"The Happiest Millionaire,1967",tt0061749,The Happiest Millionaire,The Happiest Millionaire,0,1967,141,"Comedy,Family,Musical",6.5,2614,The Happiest Millionaire,My Philadelphia Father,"Anthony Joseph Drexel Biddle, Sr.[N 17]","My Philadelphia Father,Anthony Joseph Drexel Biddle, Sr.[N 17]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2310,"My Friend Flicka (1941), Mary O'Hara",My Friend Flicka (1943),My Friend Flicka,1943,"My Friend Flicka,1943",tt0036182,My Friend Flicka,My Friend Flicka,0,1943,89,"Action,Drama,Family",6.5,1104,My Friend Flicka,My Friend Flicka,Mary O'Hara,"My Friend Flicka,Mary O'Hara",My Friend Flicka,"[""Mary O'Hara""]",4.17,28903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2311,"My Friend Flicka (1941), Mary O'Hara","Thunderhead, Son of Flicka (1945)","Thunderhead, Son of Flicka",1945,"Thunderhead, Son of Flicka,1945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,My Friend Flicka,Mary O'Hara,"My Friend Flicka,Mary O'Hara",My Friend Flicka,"[""Mary O'Hara""]",4.17,28903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2312,"My Friend Flicka (1941), Mary O'Hara",Green Grass of Wyoming (1948),Green Grass of Wyoming,1948,"Green Grass of Wyoming,1948",tt0040402,Green Grass of Wyoming,Green Grass of Wyoming,0,1948,89,"Drama,Family,Western",6,524,Green Grass of Wyoming,My Friend Flicka,Mary O'Hara,"My Friend Flicka,Mary O'Hara",My Friend Flicka,"[""Mary O'Hara""]",4.17,28903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2313,"My Friend Flicka (1941), Mary O'Hara",Flicka (2006),Flicka,2006,"Flicka,2006",tt0434215,Flicka,Flicka,0,2006,95,"Adventure,Drama,Family",6,8814,Flicka,My Friend Flicka,Mary O'Hara,"My Friend Flicka,Mary O'Hara",My Friend Flicka,"[""Mary O'Hara""]",4.17,28903,NA,NA,NA,NA,NA,NA,NA,3590,3590,"Oct 20, 2006",Flicka,15000000,21000147,"$21,896,367",3501,"Flicka,2006"
2314,"My Friend Flicka (1941), Mary O'Hara",Flicka 2 (2010)[N 18],Flicka 2,2010,"Flicka 2,2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,My Friend Flicka,Mary O'Hara,"My Friend Flicka,Mary O'Hara",My Friend Flicka,"[""Mary O'Hara""]",4.17,28903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2315,"My Friend Flicka (1941), Mary O'Hara",Flicka: Country Pride (2012)[N 18],Flicka: Country Pride,2012,"Flicka: Country Pride,2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,My Friend Flicka,Mary O'Hara,"My Friend Flicka,Mary O'Hara",My Friend Flicka,"[""Mary O'Hara""]",4.17,28903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2316,"My Kingdom for a Woman (1952), Ismet Regeila",Abdulla the Great (1955),Abdulla the Great,1955,"Abdulla the Great,1955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,My Kingdom for a Woman,Ismet Regeila,"My Kingdom for a Woman,Ismet Regeila",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2317,"My Reminiscences as a Cowboy (1930), Frank Harris",Cowboy (1968),Cowboy,1968,"Cowboy,1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,My Reminiscences as a Cowboy,Frank Harris,"My Reminiscences as a Cowboy,Frank Harris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2318,"The Mystery of Edwin Drood (1870)[N 19], Charles Dickens",The Mystery of Edwin Drood (1909),The Mystery of Edwin Drood,1909,"The Mystery of Edwin Drood,1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Mystery of Edwin Drood,"The Mystery of Edwin Drood (1870)[N 19], Charles Dickens","The Mystery of Edwin Drood,The Mystery of Edwin Drood (1870)[N 19], Charles Dickens",NA,NA,3.67,12400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2319,"The Mystery of Edwin Drood (1870)[N 19], Charles Dickens",The Mystery of Edwin Drood (1914),The Mystery of Edwin Drood,1914,"The Mystery of Edwin Drood,1914",tt0004376,The Mystery of Edwin Drood,The Mystery of Edwin Drood,0,1914,50,Mystery,NA,NA,The Mystery of Edwin Drood,The Mystery of Edwin Drood,"The Mystery of Edwin Drood (1870)[N 19], Charles Dickens","The Mystery of Edwin Drood,The Mystery of Edwin Drood (1870)[N 19], Charles Dickens",NA,NA,3.67,12400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2320,"The Mystery of Edwin Drood (1870)[N 19], Charles Dickens",The Mystery of Edwin Drood (1935),The Mystery of Edwin Drood,1935,"The Mystery of Edwin Drood,1935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Mystery of Edwin Drood,"The Mystery of Edwin Drood (1870)[N 19], Charles Dickens","The Mystery of Edwin Drood,The Mystery of Edwin Drood (1870)[N 19], Charles Dickens",NA,NA,3.67,12400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2321,"The Mystery of Edwin Drood (1870)[N 19], Charles Dickens",The Mystery of Edwin Drood (1993),The Mystery of Edwin Drood,1993,"The Mystery of Edwin Drood,1993",tt0107636,The Mystery of Edwin Drood,The Mystery of Edwin Drood,0,1993,112,"Crime,Drama,Mystery",6.6,77,The Mystery of Edwin Drood,The Mystery of Edwin Drood,"The Mystery of Edwin Drood (1870)[N 19], Charles Dickens","The Mystery of Edwin Drood,The Mystery of Edwin Drood (1870)[N 19], Charles Dickens",NA,NA,3.67,12400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2322,"The Mysterious Island (French: L'Île mystérieuse) (1874), Jules Verne",The Mysterious Island (1929),The Mysterious Island,1929,"The Mysterious Island,1929",tt0020198,The Mysterious Island,The Mysterious Island,0,1929,95,"Adventure,Romance,Sci-Fi",6.2,945,The Mysterious Island,The Mysterious Island,Jules Verne,"The Mysterious Island,Jules Verne",The Mysterious Island,"[""Jules Verne""]",4.13,54656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2323,"The Mysterious Island (French: L'Île mystérieuse) (1874), Jules Verne",Mysterious Island (1941),Mysterious Island,1941,"Mysterious Island,1941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Mysterious Island,Jules Verne,"The Mysterious Island,Jules Verne",The Mysterious Island,"[""Jules Verne""]",4.13,54656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
